Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
  5.66      6.35     6.35 619031235     0.00     0.00  glm::vec<3, float, (glm::qualifier)0> dymaxion::cartesian_from_zlon<float>(float, float)
                0.04    0.00 28814400/707697047     glm::detail::functor2<glm::vec, 2, float, (glm::qualifier)0>::call(float (*)(float, float), glm::vec<2, float, (glm::qualifier)0> const&, glm::vec<2, float, (glm::qualifier)0> const&) [131]
                0.04    0.00 29259974/707697047     glm::vec<2, float, (glm::qualifier)0> glm::operator*<float, (glm::qualifier)0>(glm::vec<2, float, (glm::qualifier)0> const&, glm::vec<2, float, (glm::qualifier)0> const&) [153]
                0.25    0.00 182331745/707697047     glm::vec<2, float, (glm::qualifier)0> glm::operator/<float, (glm::qualifier)0>(glm::vec<2, float, (glm::qualifier)0> const&, glm::vec<2, float, (glm::qualifier)0> const&) [63]
                0.27    0.00 196739974/707697047     glm::vec<2, float, (glm::qualifier)0>::yx() const [58]
                0.29    0.00 212033101/707697047     glm::vec<2, float, (glm::qualifier)0> glm::operator-<float, (glm::qualifier)0>(glm::vec<2, float, (glm::qualifier)0> const&, glm::vec<2, float, (glm::qualifier)0> const&) [51]
[76]     0.9    0.96    0.00 707697047         glm::vec<2, float, (glm::qualifier)0>::vec(float, float) [76]
-----------------------------------------------
                0.59    0.36 356627334/356627334     glm::detail::compute_normalize<3, float, (glm::qualifier)0, false>::call(glm::vec<3, float, (glm::qualifier)0> const&) [21]
[77]     0.9    0.59    0.36 356627334         float glm::inversesqrt<float>(float) [77]
                0.36    0.00 356627334/1124085555     std::sqrt(float) [71]
-----------------------------------------------
                0.00    0.00     401/152296323     rock::CrustMotion<2, unlayered::VectorCalculusByFundamentalTheorem, dymaxion::GridCache<int, float, (glm::qualifier)0> >::slab_volume(std::vector<rock::StratumSummary, std::allocator<rock::StratumSummary> > const&, std::vector<bool, std::allocator<bool> > const&) const [420]
                0.00    0.00    9000/152296323     rock::StratumSummaryBuoyancyPressure::operator()(rock::StratumSummary const&) const [445]
                0.01    0.03 7200000/152296323     rock::StratumSummaryIsostaticDisplacement::operator()(rock::StratumSummary const&) const [201]
                0.06    0.21 44178922/152296323     rock::ColumnSummaryOps::absorb(rock::ColumnSummary const&, rock::StratumSummary const&) const [37]
                0.14    0.49 100908000/152296323     rock::StratumSummaryOps::combine(rock::StratumSummary const&, rock::StratumSummary const&) const [46]
[78]     0.8    0.21    0.73 152296323         rock::StratumSummary::thickness() const [78]
                0.15    0.58 152296323/188359323     auto si::operator*<1, 0, 0, 0, 0, 0, 0, float, float>(float, si::units<1, 0, 0, 0, 0, 0, 0, float>) [82]
-----------------------------------------------
                0.00    0.93       8/8           main [1]
[79]     0.8    0.00    0.93       8         rock::CrustMotion<2, unlayered::VectorCalculusByFundamentalTheorem, dymaxion::GridCache<int, float, (glm::qualifier)0> >::slab_pull(std::vector<si::units<-1, 1, -2, 0, 0, 0, 0, float>, std::allocator<si::units<-1, 1, -2, 0, 0, 0, 0, float> > > const&, std::vector<bool, std::allocator<bool> > const&, si::units<1, 1, -2, 0, 0, 0, 0, double>, std::vector<glm::vec<3, float, (glm::qualifier)0>, std::allocator<glm::vec<3, float, (glm::qualifier)0> > >&) const [79]
                0.00    0.93       8/8           void unlayered::VectorCalculusByFundamentalTheorem::gradient<dymaxion::GridCache<int, float, (glm::qualifier)0>, std::vector<bool, std::allocator<bool> >, std::vector<glm::vec<3, float, (glm::qualifier)0>, std::allocator<glm::vec<3, float, (glm::qualifier)0> > > >(dymaxion::GridCache<int, float, (glm::qualifier)0> const&, std::vector<bool, std::allocator<bool> > const&, std::vector<glm::vec<3, float, (glm::qualifier)0>, std::allocator<glm::vec<3, float, (glm::qualifier)0> > >&) const [80]
                0.00    0.00    1507/36130559     dymaxion::GridCache<int, float, (glm::qualifier)0>::vertex_dual_area(int) const [5]
                0.00    0.00   70493/4104746     glm::vec<3, float, (glm::qualifier)0>::vec(float) [407]
                0.00    0.00    9000/144952977     float glm::length<3, float, (glm::qualifier)0>(glm::vec<3, float, (glm::qualifier)0> const&) [48]
                0.00    0.00    1507/356627334     glm::vec<3, float, (glm::qualifier)0> glm::normalize<3, float, (glm::qualifier)0>(glm::vec<3, float, (glm::qualifier)0> const&) [19]
                0.00    0.00    1507/9036608     std::vector<si::units<-1, 1, -2, 0, 0, 0, 0, float>, std::allocator<si::units<-1, 1, -2, 0, 0, 0, 0, float> > >::operator[](unsigned long) const [280]
                0.00    0.00    1507/1103232     glm::vec<3, float, (glm::qualifier)0> glm::operator*<float, (glm::qualifier)0>(float, glm::vec<3, float, (glm::qualifier)0> const&) [488]
                0.00    0.00    1507/1507        glm::vec<3, float, (glm::qualifier)0> glm::operator-<float, (glm::qualifier)0>(glm::vec<3, float, (glm::qualifier)0> const&) [593]
                0.00    0.00   82507/561115      std::vector<glm::vec<3, float, (glm::qualifier)0>, std::allocator<glm::vec<3, float, (glm::qualifier)0> > >::operator[](unsigned long) [705]
                0.00    0.00   72008/225637      std::vector<glm::vec<3, float, (glm::qualifier)0>, std::allocator<glm::vec<3, float, (glm::qualifier)0> > >::size() const [726]
                0.00    0.00   72000/684000      std::vector<bool, std::allocator<bool> >::operator[](unsigned long) const [702]
                0.00    0.00    1507/42317       si::units<(1)+(1), (0)+(0), (0)+(0), (0)+(0), (0)+(0), (0)+(0), (0)+(0), double> si::units<1, 0, 0, 0, 0, 0, 0, double>::operator*<1, 0, 0, 0, 0, 0, 0>(si::units<1, 0, 0, 0, 0, 0, 0, double>) const [755]
                0.00    0.00    1507/1507        si::units<2, 0, 0, 0, 0, 0, 0, float>::units<double>(si::units<2, 0, 0, 0, 0, 0, 0, double>) [981]
                0.00    0.00    1507/1527        si::units<-1, 1, -2, 0, 0, 0, 0, float>::operator*(float) const [977]
                0.00    0.00    1507/1507        si::units<(-1)+(2), (1)+(0), (-2)+(0), (0)+(0), (0)+(0), (0)+(0), (0)+(0), float> si::units<-1, 1, -2, 0, 0, 0, 0, float>::operator*<2, 0, 0, 0, 0, 0, 0>(si::units<2, 0, 0, 0, 0, 0, 0, float>) const [983]
                0.00    0.00    1507/1515        si::units<1, 1, -2, 0, 0, 0, 0, double>::units<float>(si::units<1, 1, -2, 0, 0, 0, 0, float>) [978]
                0.00    0.00    1507/1507        si::units<1, 1, -2, 0, 0, 0, 0, double>::operator/(si::units<1, 1, -2, 0, 0, 0, 0, double>) const [982]
-----------------------------------------------
                0.00    0.93       8/8           rock::CrustMotion<2, unlayered::VectorCalculusByFundamentalTheorem, dymaxion::GridCache<int, float, (glm::qualifier)0> >::slab_pull(std::vector<si::units<-1, 1, -2, 0, 0, 0, 0, float>, std::allocator<si::units<-1, 1, -2, 0, 0, 0, 0, float> > > const&, std::vector<bool, std::allocator<bool> > const&, si::units<1, 1, -2, 0, 0, 0, 0, double>, std::vector<glm::vec<3, float, (glm::qualifier)0>, std::allocator<glm::vec<3, float, (glm::qualifier)0> > >&) const [79]
[80]     0.8    0.00    0.93       8         void unlayered::VectorCalculusByFundamentalTheorem::gradient<dymaxion::GridCache<int, float, (glm::qualifier)0>, std::vector<bool, std::allocator<bool> >, std::vector<glm::vec<3, float, (glm::qualifier)0>, std::allocator<glm::vec<3, float, (glm::qualifier)0> > > >(dymaxion::GridCache<int, float, (glm::qualifier)0> const&, std::vector<bool, std::allocator<bool> > const&, std::vector<glm::vec<3, float, (glm::qualifier)0>, std::allocator<glm::vec<3, float, (glm::qualifier)0> > >&) const [80]
                0.00    0.35  288000/297000      dymaxion::GridCache<int, float, (glm::qualifier)0>::arrow_dual_length(int, int) const [126]
                0.00    0.25  288000/297000      dymaxion::GridCache<int, float, (glm::qualifier)0>::arrow_normal(int, int) const [150]
                0.00    0.15   72000/36130559     dymaxion::GridCache<int, float, (glm::qualifier)0>::vertex_dual_area(int) const [5]
                0.00    0.13  288000/305616      dymaxion::GridCache<int, float, (glm::qualifier)0>::arrow_target_id(int, int) const [197]
                0.00    0.03   72000/74250       dymaxion::GridCache<int, float, (glm::qualifier)0>::vertex_representative(int) const [311]
                0.00    0.01   72008/74295       dymaxion::GridCache<int, float, (glm::qualifier)0>::vertex_count() const [439]
                0.00    0.00  288000/1103232     glm::vec<3, float, (glm::qualifier)0> glm::operator*<float, (glm::qualifier)0>(float, glm::vec<3, float, (glm::qualifier)0> const&) [488]
                0.00    0.00   72000/4104746     glm::vec<3, float, (glm::qualifier)0>::vec(float) [407]
                0.00    0.00  432000/561115      std::vector<glm::vec<3, float, (glm::qualifier)0>, std::allocator<glm::vec<3, float, (glm::qualifier)0> > >::operator[](unsigned long) [705]
                0.00    0.00  360000/684000      std::vector<bool, std::allocator<bool> >::operator[](unsigned long) const [702]
                0.00    0.00  288000/297000      glm::vec<3, float, (glm::qualifier)0>& glm::vec<3, float, (glm::qualifier)0>::operator+=<float>(glm::vec<3, float, (glm::qualifier)0> const&) [720]
                0.00    0.00   72000/74250       glm::vec<3, float, (glm::qualifier)0>& glm::vec<3, float, (glm::qualifier)0>::operator/=<float>(float) [741]
-----------------------------------------------
                                                 <spontaneous>
[81]     0.8    0.91    0.00                 _init [81]
-----------------------------------------------
                0.00    0.00    9000/188359323     rock::FormationGeneration<dymaxion::GridCache<int, float, (glm::qualifier)0>, field::Compose<relation::ScalarRelation<float, si::units<1, 0, 0, 0, 0, 0, 0, float>, inspected::InverseByNewtonsMethod<float, analytic::Sum<float, analytic::Error<float> >, analytic::Sum<float, analytic::Gaussian<float> > > >, field::Compose<analytic::Error<float>, field::FractalBrownianNoise<int, float, field::ValueNoise<3, float, field::MosaicNoise<procedural::GaussianNoise<procedural::UnitIntervalNoise<float> >, cartesian::UnboundedIndexing<int, (glm::qualifier)0> >, field::VectorMosaicOps<3, int, float, (glm::qualifier)0>, (glm::qualifier)0> > > >, rock::StratumForAreaAndElevation<relation::PolynomialRailyardRelation<si::units<1, 0, 0, 0, 0, 0, 0, double>, si::units<0, 0, 1, 0, 0, 0, 0, double>, 0, 1>, relation::PolynomialRailyardRelation<si::units<1, 0, 0, 0, 0, 0, 0, double>, si::units<-2, 1, 0, 0, 0, 0, 0, double>, 0, 1>, relation::PolynomialRailyardRelation<si::units<1, 0, 0, 0, 0, 0, 0, double>, double, 0, 1> >, si::units<1, 0, 0, 0, 0, 0, 0, float> >::operator[](int) const [97]
                0.00    0.00    9000/188359323     relation::ScalarRelation<float, si::units<1, 0, 0, 0, 0, 0, 0, float>, inspected::InverseByNewtonsMethod<float, analytic::Sum<float, analytic::Error<float> >, analytic::Sum<float, analytic::Gaussian<float> > > >::operator()(float) const [178]
                0.04    0.14 36045000/188359323     void rock::FormationSummarization<rock::StratumSummarization<2, rock::AgedStratumDensity<std::array<relation::PolynomialRailyardRelation<si::units<0, 0, 1, 0, 0, 0, 0, double>, si::units<-3, 1, 0, 0, 0, 0, 0, double>, 0, 1>, 2ul> > > >::operator()<dymaxion::GridCache<int, float, (glm::qualifier)0>, std::vector<rock::StratumStore<2>, std::allocator<rock::StratumStore<2> > > >(dymaxion::GridCache<int, float, (glm::qualifier)0> const&, int, std::vector<rock::StratumStore<2>, std::allocator<rock::StratumStore<2> > > const&, std::vector<rock::StratumSummary, std::allocator<rock::StratumSummary> >&) const [4]
                0.15    0.58 152296323/188359323     rock::StratumSummary::thickness() const [78]
[82]     0.8    0.19    0.72 188359323         auto si::operator*<1, 0, 0, 0, 0, 0, 0, float, float>(float, si::units<1, 0, 0, 0, 0, 0, 0, float>) [82]
                0.48    0.24 188359323/195559323     si::units<1, 0, 0, 0, 0, 0, 0, float>::operator*(float) const [88]
-----------------------------------------------
                0.06    0.84 14418000/14418000     auto rock::AgedStratumDensity<std::array<relation::PolynomialRailyardRelation<si::units<0, 0, 1, 0, 0, 0, 0, double>, si::units<-3, 1, 0, 0, 0, 0, 0, double>, 0, 1>, 2ul> >::operator()<2>(rock::StratumStore<2> const&) const [69]
[83]     0.8    0.06    0.84 14418000         relation::PolynomialRailyardRelation<si::units<0, 0, 1, 0, 0, 0, 0, double>, si::units<-3, 1, 0, 0, 0, 0, 0, double>, 0, 1>::operator()(si::units<0, 0, 1, 0, 0, 0, 0, double>) const [83]
                0.15    0.61 14418000/14463000     analytic::Railyard<float, analytic::Polynomial<float, 0, 1> >::operator()(float) const [87]
                0.02    0.04 14418000/14418000     auto si::operator*<-3, 1, 0, 0, 0, 0, 0, double, float>(float, si::units<-3, 1, 0, 0, 0, 0, 0, double>) [256]
                0.01    0.00 14418000/14436800     si::units<0, 0, 1, 0, 0, 0, 0, double>::operator/(si::units<0, 0, 1, 0, 0, 0, 0, double>) const [406]
-----------------------------------------------
                0.07    0.81 14407200/14407200     dymaxion::Projection<int, float, (glm::qualifier)0>::grid_id(glm::vec<3, float, (glm::qualifier)0>) const [18]
[84]     0.8    0.07    0.81 14407200         dymaxion::Triangles<int, float, (glm::qualifier)0>::plane_project(glm::vec<3, float, (glm::qualifier)0>, glm::vec<3, float, (glm::qualifier)0>, glm::vec<3, float, (glm::qualifier)0>) const [84]
                0.04    0.42 28814400/559214153     float glm::dot<3, float, (glm::qualifier)0>(glm::vec<3, float, (glm::qualifier)0> const&, glm::vec<3, float, (glm::qualifier)0> const&) [25]
                0.19    0.02 14407200/14407200     glm::vec<3, float, (glm::qualifier)0> glm::operator/<float, (glm::qualifier)0>(glm::vec<3, float, (glm::qualifier)0> const&, float) [162]
                0.12    0.02 14407200/697843065     glm::vec<3, float, (glm::qualifier)0> glm::operator*<float, (glm::qualifier)0>(glm::vec<3, float, (glm::qualifier)0> const&, float) [28]
-----------------------------------------------
                0.03    0.83 14400000/14400000     auto field::Compose<dymaxion::NearestVertexId<int, float>, field::Affinity<3, 3, float, (glm::qualifier)0> >::operator()<3, float, (glm::qualifier)0>(glm::vec<3, float, (glm::qualifier)0>) const [12]
[85]     0.8    0.03    0.83 14400000         field::Affinity<3, 3, float, (glm::qualifier)0>::operator()(glm::vec<3, float, (glm::qualifier)0>) const [85]
                0.24    0.58 14400000/211138945     glm::mat<3, 3, float, (glm::qualifier)0>::col_type glm::operator*<float, (glm::qualifier)0>(glm::mat<3, 3, float, (glm::qualifier)0> const&, glm::mat<3, 3, float, (glm::qualifier)0>::row_type const&) [20]
-----------------------------------------------
                0.78    0.00 808598023/808598023     auto math::floor<int>(int) [65]
[86]     0.7    0.78    0.00 808598023         __gnu_cxx::__enable_if<std::__is_integer<int>::__value, double>::__type std::floor<int>(int) [86]
-----------------------------------------------
                0.00    0.00    9000/14463000     relation::PolynomialRailyardRelation<si::units<1, 0, 0, 0, 0, 0, 0, double>, si::units<0, 0, 1, 0, 0, 0, 0, double>, 0, 1>::operator()(si::units<1, 0, 0, 0, 0, 0, 0, double>) const [534]
                0.00    0.00   18000/14463000     relation::PolynomialRailyardRelation<si::units<1, 0, 0, 0, 0, 0, 0, double>, double, 0, 1>::operator()(si::units<1, 0, 0, 0, 0, 0, 0, double>) const [527]
                0.00    0.00   18000/14463000     relation::PolynomialRailyardRelation<si::units<1, 0, 0, 0, 0, 0, 0, double>, si::units<-2, 1, 0, 0, 0, 0, 0, double>, 0, 1>::operator()(si::units<1, 0, 0, 0, 0, 0, 0, double>) const [526]
                0.15    0.61 14418000/14463000     relation::PolynomialRailyardRelation<si::units<0, 0, 1, 0, 0, 0, 0, double>, si::units<-3, 1, 0, 0, 0, 0, 0, double>, 0, 1>::operator()(si::units<0, 0, 1, 0, 0, 0, 0, double>) const [83]
[87]     0.7    0.15    0.61 14463000         analytic::Railyard<float, analytic::Polynomial<float, 0, 1> >::operator()(float) const [87]
                0.12    0.15 43443000/43443000     analytic::Railcar<float, analytic::Polynomial<float, 0, 1> >::operator()(float) const [148]
                0.11    0.04 57906000/57906092     bool __gnu_cxx::operator==<analytic::Railcar<float, analytic::Polynomial<float, 0, 1> > const*, std::vector<analytic::Railcar<float, analytic::Polynomial<float, 0, 1> >, std::allocator<analytic::Railcar<float, analytic::Polynomial<float, 0, 1> > > > >(__gnu_cxx::__normal_iterator<analytic::Railcar<float, analytic::Polynomial<float, 0, 1> > const*, std::vector<analytic::Railcar<float, analytic::Polynomial<float, 0, 1> >, std::allocator<analytic::Railcar<float, analytic::Polynomial<float, 0, 1> > > > > const&, __gnu_cxx::__normal_iterator<analytic::Railcar<float, analytic::Polynomial<float, 0, 1> > const*, std::vector<analytic::Railcar<float, analytic::Polynomial<float, 0, 1> >, std::allocator<analytic::Railcar<float, analytic::Polynomial<float, 0, 1> > > > > const&) [187]
                0.09    0.00 43443000/43443072     __gnu_cxx::__normal_iterator<analytic::Railcar<float, analytic::Polynomial<float, 0, 1> > const*, std::vector<analytic::Railcar<float, analytic::Polynomial<float, 0, 1> >, std::allocator<analytic::Railcar<float, analytic::Polynomial<float, 0, 1> > > > >::operator++() [233]
                0.04    0.00 43443000/43443072     __gnu_cxx::__normal_iterator<analytic::Railcar<float, analytic::Polynomial<float, 0, 1> > const*, std::vector<analytic::Railcar<float, analytic::Polynomial<float, 0, 1> >, std::allocator<analytic::Railcar<float, analytic::Polynomial<float, 0, 1> > > > >::operator*() const [299]
                0.02    0.01 14463000/14463020     std::vector<analytic::Railcar<float, analytic::Polynomial<float, 0, 1> >, std::allocator<analytic::Railcar<float, analytic::Polynomial<float, 0, 1> > > >::begin() const [323]
                0.02    0.01 14463000/14463020     std::vector<analytic::Railcar<float, analytic::Polynomial<float, 0, 1> >, std::allocator<analytic::Railcar<float, analytic::Polynomial<float, 0, 1> > > >::end() const [322]
-----------------------------------------------
                0.02    0.01 7200000/195559323     rock::StratumSummaryIsostaticDisplacement::operator()(rock::StratumSummary const&) const [201]
                0.48    0.24 188359323/195559323     auto si::operator*<1, 0, 0, 0, 0, 0, 0, float, float>(float, si::units<1, 0, 0, 0, 0, 0, 0, float>) [82]
[88]     0.7    0.49    0.25 195559323         si::units<1, 0, 0, 0, 0, 0, 0, float>::operator*(float) const [88]
                0.25    0.00 195559323/282058329     si::units<1, 0, 0, 0, 0, 0, 0, float>::units(float) [127]
-----------------------------------------------
                0.33    0.41 29701352/29701352     glm::detail::compute_sign<2, float, (glm::qualifier)0, true, false>::call(glm::vec<2, float, (glm::qualifier)0> const&) [72]
[89]     0.7    0.33    0.41 29701352         glm::vec<2, bool, (glm::qualifier)0> glm::lessThan<2, float, (glm::qualifier)0>(glm::vec<2, float, (glm::qualifier)0> const&, glm::vec<2, float, (glm::qualifier)0> const&) [89]
                0.15    0.13 118805408/178208112     glm::vec<2, float, (glm::qualifier)0>::operator[](int) const [118]
                0.09    0.05 59402704/148506760     glm::vec<2, bool, (glm::qualifier)0>::operator[](int) [130]
-----------------------------------------------
                0.00    0.00    1204/619032439     glm::mat<4, 4, float, (glm::qualifier)0> glm::rotate<float, (glm::qualifier)0>(glm::mat<4, 4, float, (glm::qualifier)0> const&, float, glm::vec<3, float, (glm::qualifier)0> const&) [74]
                0.72    0.00 619031235/619032439     glm::vec<3, float, (glm::qualifier)0> dymaxion::cartesian_from_zlon<float>(float, float) [24]
[90]     0.6    0.72    0.00 619032439         std::cos(float) [90]
-----------------------------------------------
                0.00    0.71     101/101         main [1]
[91]     0.6    0.00    0.71     101         update::OrbitalControlState::get_view_matrix() [91]
                0.11    0.22     404/1204        glm::mat<4, 4, float, (glm::qualifier)0> glm::rotate<float, (glm::qualifier)0>(glm::mat<4, 4, float, (glm::qualifier)0> const&, float, glm::vec<3, float, (glm::qualifier)0> const&) [74]
                0.00    0.31     404/404         glm::mat<4, 4, float, (glm::qualifier)0> glm::operator*<float, (glm::qualifier)0>(glm::mat<4, 4, float, (glm::qualifier)0> const&, glm::mat<4, 4, float, (glm::qualifier)0> const&) [137]
                0.04    0.00     404/406         glm::vec<3, float, (glm::qualifier)0>::vec<int, int, int>(int, int, int) [301]
                0.01    0.01     101/101         glm::mat<4, 4, float, (glm::qualifier)0> glm::translate<float, (glm::qualifier)0>(glm::mat<4, 4, float, (glm::qualifier)0> const&, glm::vec<3, float, (glm::qualifier)0> const&) [331]
                0.00    0.00     101/101         std::exp2(float) [1130]
                0.00    0.00     101/102         glm::vec<3, float, (glm::qualifier)0>::vec<int, int, float>(int, int, float) [1112]
-----------------------------------------------
                0.49    0.19 209007000/209007000     auto si::operator*<-3, 1, 0, 0, 0, 0, 0, float, unsigned int>(unsigned int, si::units<-3, 1, 0, 0, 0, 0, 0, float>) [73]
[92]     0.6    0.49    0.19 209007000         si::units<-3, 1, 0, 0, 0, 0, 0, float>::operator*(float) const [92]
                0.19    0.00 209007000/266679000     si::units<-3, 1, 0, 0, 0, 0, 0, float>::units(float) [155]
-----------------------------------------------
                0.05    0.00 28814400/431055265     dymaxion::Projection<int, float, (glm::qualifier)0>::grid_id(glm::vec<3, float, (glm::qualifier)0>) const [18]
                0.06    0.00 37577375/431055265     dymaxion::Indexing<int, float, (glm::qualifier)0>::grid_id(int) const [75]
                0.58    0.00 364663490/431055265     dymaxion::Projection<int, float, (glm::qualifier)0>::sphere_position(dymaxion::Point<int, float, (glm::qualifier)0>) const [9]
[93]     0.6    0.69    0.00 431055265         glm::vec<2, float, (glm::qualifier)0>::vec<int, int>(int, int) [93]
-----------------------------------------------
                0.00    0.61       1/1           main [1]
[94]     0.5    0.00    0.61       1         void iterated::Identity::operator()<rock::FormationGeneration<dymaxion::GridCache<int, float, (glm::qualifier)0>, field::Compose<relation::ScalarRelation<float, si::units<1, 0, 0, 0, 0, 0, 0, float>, inspected::InverseByNewtonsMethod<float, analytic::Sum<float, analytic::Error<float> >, analytic::Sum<float, analytic::Gaussian<float> > > >, field::Compose<analytic::Error<float>, field::FractalBrownianNoise<int, float, field::ValueNoise<3, float, field::MosaicNoise<procedural::GaussianNoise<procedural::UnitIntervalNoise<float> >, cartesian::UnboundedIndexing<int, (glm::qualifier)0> >, field::VectorMosaicOps<3, int, float, (glm::qualifier)0>, (glm::qualifier)0> > > >, rock::StratumForAreaAndElevation<relation::PolynomialRailyardRelation<si::units<1, 0, 0, 0, 0, 0, 0, double>, si::units<0, 0, 1, 0, 0, 0, 0, double>, 0, 1>, relation::PolynomialRailyardRelation<si::units<1, 0, 0, 0, 0, 0, 0, double>, si::units<-2, 1, 0, 0, 0, 0, 0, double>, 0, 1>, relation::PolynomialRailyardRelation<si::units<1, 0, 0, 0, 0, 0, 0, double>, double, 0, 1> >, si::units<1, 0, 0, 0, 0, 0, 0, float> >, std::vector<rock::StratumStore<2>, std::allocator<rock::StratumStore<2> > > >(rock::FormationGeneration<dymaxion::GridCache<int, float, (glm::qualifier)0>, field::Compose<relation::ScalarRelation<float, si::units<1, 0, 0, 0, 0, 0, 0, float>, inspected::InverseByNewtonsMethod<float, analytic::Sum<float, analytic::Error<float> >, analytic::Sum<float, analytic::Gaussian<float> > > >, field::Compose<analytic::Error<float>, field::FractalBrownianNoise<int, float, field::ValueNoise<3, float, field::MosaicNoise<procedural::GaussianNoise<procedural::UnitIntervalNoise<float> >, cartesian::UnboundedIndexing<int, (glm::qualifier)0> >, field::VectorMosaicOps<3, int, float, (glm::qualifier)0>, (glm::qualifier)0> > > >, rock::StratumForAreaAndElevation<relation::PolynomialRailyardRelation<si::units<1, 0, 0, 0, 0, 0, 0, double>, si::units<0, 0, 1, 0, 0, 0, 0, double>, 0, 1>, relation::PolynomialRailyardRelation<si::units<1, 0, 0, 0, 0, 0, 0, double>, si::units<-2, 1, 0, 0, 0, 0, 0, double>, 0, 1>, relation::PolynomialRailyardRelation<si::units<1, 0, 0, 0, 0, 0, 0, double>, double, 0, 1> >, si::units<1, 0, 0, 0, 0, 0, 0, float> > const&, std::vector<rock::StratumStore<2>, std::allocator<rock::StratumStore<2> > >&) const [94]
                0.00    0.59    9000/9000        rock::FormationGeneration<dymaxion::GridCache<int, float, (glm::qualifier)0>, field::Compose<relation::ScalarRelation<float, si::units<1, 0, 0, 0, 0, 0, 0, float>, inspected::InverseByNewtonsMethod<float, analytic::Sum<float, analytic::Error<float> >, analytic::Sum<float, analytic::Gaussian<float> > > >, field::Compose<analytic::Error<float>, field::FractalBrownianNoise<int, float, field::ValueNoise<3, float, field::MosaicNoise<procedural::GaussianNoise<procedural::UnitIntervalNoise<float> >, cartesian::UnboundedIndexing<int, (glm::qualifier)0> >, field::VectorMosaicOps<3, int, float, (glm::qualifier)0>, (glm::qualifier)0> > > >, rock::StratumForAreaAndElevation<relation::PolynomialRailyardRelation<si::units<1, 0, 0, 0, 0, 0, 0, double>, si::units<0, 0, 1, 0, 0, 0, 0, double>, 0, 1>, relation::PolynomialRailyardRelation<si::units<1, 0, 0, 0, 0, 0, 0, double>, si::units<-2, 1, 0, 0, 0, 0, 0, double>, 0, 1>, relation::PolynomialRailyardRelation<si::units<1, 0, 0, 0, 0, 0, 0, double>, double, 0, 1> >, si::units<1, 0, 0, 0, 0, 0, 0, float> >::operator[](int) const [97]
                0.00    0.02       1/1           bool iterated::compatible<rock::FormationGeneration<dymaxion::GridCache<int, float, (glm::qualifier)0>, field::Compose<relation::ScalarRelation<float, si::units<1, 0, 0, 0, 0, 0, 0, float>, inspected::InverseByNewtonsMethod<float, analytic::Sum<float, analytic::Error<float> >, analytic::Sum<float, analytic::Gaussian<float> > > >, field::Compose<analytic::Error<float>, field::FractalBrownianNoise<int, float, field::ValueNoise<3, float, field::MosaicNoise<procedural::GaussianNoise<procedural::UnitIntervalNoise<float> >, cartesian::UnboundedIndexing<int, (glm::qualifier)0> >, field::VectorMosaicOps<3, int, float, (glm::qualifier)0>, (glm::qualifier)0> > > >, rock::StratumForAreaAndElevation<relation::PolynomialRailyardRelation<si::units<1, 0, 0, 0, 0, 0, 0, double>, si::units<0, 0, 1, 0, 0, 0, 0, double>, 0, 1>, relation::PolynomialRailyardRelation<si::units<1, 0, 0, 0, 0, 0, 0, double>, si::units<-2, 1, 0, 0, 0, 0, 0, double>, 0, 1>, relation::PolynomialRailyardRelation<si::units<1, 0, 0, 0, 0, 0, 0, double>, double, 0, 1> >, si::units<1, 0, 0, 0, 0, 0, 0, float> >, std::vector<rock::StratumStore<2>, std::allocator<rock::StratumStore<2> > > >(rock::FormationGeneration<dymaxion::GridCache<int, float, (glm::qualifier)0>, field::Compose<relation::ScalarRelation<float, si::units<1, 0, 0, 0, 0, 0, 0, float>, inspected::InverseByNewtonsMethod<float, analytic::Sum<float, analytic::Error<float> >, analytic::Sum<float, analytic::Gaussian<float> > > >, field::Compose<analytic::Error<float>, field::FractalBrownianNoise<int, float, field::ValueNoise<3, float, field::MosaicNoise<procedural::GaussianNoise<procedural::UnitIntervalNoise<float> >, cartesian::UnboundedIndexing<int, (glm::qualifier)0> >, field::VectorMosaicOps<3, int, float, (glm::qualifier)0>, (glm::qualifier)0> > > >, rock::StratumForAreaAndElevation<relation::PolynomialRailyardRelation<si::units<1, 0, 0, 0, 0, 0, 0, double>, si::units<0, 0, 1, 0, 0, 0, 0, double>, 0, 1>, relation::PolynomialRailyardRelation<si::units<1, 0, 0, 0, 0, 0, 0, double>, si::units<-2, 1, 0, 0, 0, 0, 0, double>, 0, 1>, relation::PolynomialRailyardRelation<si::units<1, 0, 0, 0, 0, 0, 0, double>, double, 0, 1> >, si::units<1, 0, 0, 0, 0, 0, 0, float> > const&, std::vector<rock::StratumStore<2>, std::allocator<rock::StratumStore<2> > >&) [371]
                0.00    0.00       1/36049053     std::vector<rock::StratumStore<2>, std::allocator<rock::StratumStore<2> > >::size() const [335]
                0.00    0.00    9000/9000        std::vector<rock::StratumStore<2>, std::allocator<rock::StratumStore<2> > >::operator[](unsigned long) [845]
-----------------------------------------------
                0.60    0.00 663139787/663139787     auto math::residue<double, int>(double const&, int const&) [53]
[95]     0.5    0.60    0.00 663139787         auto math::floor<double>(double) [95]
-----------------------------------------------
